DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210709193,05/29/2021 12:00:00 AM,05/29/2021 12:00:00 AM,400,7,Wilshire,773,1,330,BURGLARY FROM VEHICLE,1822 1609 0344 1300,41,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,W  REDONDO,S  REDONDO,34.0432,-118.3517
220804748,12/30/2021 12:00:00 AM,12/29/2021 12:00:00 AM,2050,8,West LA,832,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,31,F,H,101,STREET,,,IC,Invest Cont,331,,,,11600    MAYFIELD                     AV,,34.0534,-118.4615
211808180,03/25/2021 12:00:00 AM,03/25/2021 12:00:00 AM,1550,18,Southeast,1801,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0602 0329 0561 0369 0319 0913,52,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,500 W  87TH                         ST,,33.9587,-118.2833
210508135,04/15/2021 12:00:00 AM,03/01/2021 12:00:00 AM,1800,5,Harbor,526,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0360 0510 0913 1251,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860.0,,,200 W  G                            ST,,33.7784,-118.2643
210808640,04/26/2021 12:00:00 AM,04/26/2021 12:00:00 AM,1442,8,West LA,839,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1402 0325 0344 0378 1822 1420 0104,0,X,X,727,SHOPPING MALL (COMMON AREA),,,AA,Adult Arrest,343,998.0,,,10200    SANTA MONICA                 BL,,34.06,-118.42
211814667,08/03/2021 12:00:00 AM,08/03/2021 12:00:00 AM,1440,18,Southeast,1863,2,624,BATTERY - SIMPLE ASSAULT,1822 2004 2021 1236 0417,42,F,H,401,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 E  IMPERIAL                     HY,,33.931,-118.2652
210915368,10/15/2021 12:00:00 AM,10/14/2021 12:00:00 AM,1530,9,Van Nuys,923,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,VANOWEN                      ST,NOBLE                        AV,34.1939,-118.4618
211223506,11/17/2021 12:00:00 AM,11/15/2021 12:00:00 AM,700,12,77th Street,1266,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,600 W  82ND                         ST,,33.9661,-118.2849
210907180,03/21/2021 12:00:00 AM,03/20/2021 12:00:00 AM,2050,9,Van Nuys,915,2,624,BATTERY - SIMPLE ASSAULT,0400,56,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,14400    VOSE                         ST,,34.1985,-118.4471
211319309,11/22/2021 12:00:00 AM,11/22/2021 12:00:00 AM,200,13,Newton,1341,2,624,BATTERY - SIMPLE ASSAULT,0216 0329 0448 0419 0446,39,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,740.0,,,100 W  39TH                         ST,,34.0121,-118.274
221804551,12/29/2021 12:00:00 AM,12/25/2021 12:00:00 AM,1700,18,Southeast,1827,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 2032,37,F,H,710,OTHER PREMISE,,,IC,Invest Cont,420,,,,CENTURY                      BL,HOLMES                       AV,33.9457,-118.2408
211715438,11/24/2021 12:00:00 AM,11/08/2021 12:00:00 AM,100,17,Devonshire,1785,2,888,TRESPASSING,0209 1501,0,X,X,217,AUTO REPAIR SHOP,,,IC,Invest Cont,888,,,,8700    BAIRD                        AV,,34.2297,-118.5374
211107812,04/19/2021 12:00:00 AM,04/15/2021 12:00:00 AM,1330,11,Northeast,1126,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1906 0913 1814,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930,,,,1800    AVENUE 53,,34.1232,-118.2003
211219175,09/06/2021 12:00:00 AM,09/06/2021 12:00:00 AM,2100,12,77th Street,1266,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0448 0429 0913 2000 1814,34,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,900 W  82ND                         ST,,33.9661,-118.2849
211219466,09/11/2021 12:00:00 AM,09/11/2021 12:00:00 AM,200,12,77th Street,1266,1,210,ROBBERY,0906 1300 0342 0371 0408 0416 0355 1310 1311 0916,25,M,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,FIGUEROA                     ST,81ST                         ST,33.9659,-118.2827
210316835,10/03/2021 12:00:00 AM,10/03/2021 12:00:00 AM,1725,3,Southwest,363,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1309 1310 0302 0416 0450 0334,22,F,B,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,4100    PALMYRA                      RD,,34.0149,-118.3436
211716254,11/29/2021 12:00:00 AM,11/26/2021 12:00:00 AM,1351,17,Devonshire,1705,2,354,THEFT OF IDENTITY,0930 0928 1822,41,M,H,248,CELL PHONE STORE,,,IC,Invest Cont,354,,,,17500    DORIC                        ST,,34.3033,-118.5174
210604712,01/19/2021 12:00:00 AM,01/19/2021 12:00:00 AM,1800,6,Hollywood,647,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0400 0444,60,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,FOUNTAIN,TAMARIND,34.0998,-118.3211
211716279,12/16/2021 12:00:00 AM,12/15/2021 12:00:00 AM,2122,17,Devonshire,1785,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0603 0344,58,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,440,,,,8900    LINDLEY                      AV,,34.234,-118.5375
210313353,07/22/2021 12:00:00 AM,07/21/2021 12:00:00 AM,1500,3,Southwest,395,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4200 S  WESTERN                      AV,,34.0073,-118.3089
210412489,09/03/2021 12:00:00 AM,09/03/2021 12:00:00 AM,1640,4,Hollenbeck,497,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,50,M,O,101,STREET,,,IC,Invest Cont,745,,,,2800 E  12TH                         ST,,34.021,-118.2179
210516426,11/24/2021 12:00:00 AM,11/24/2021 12:00:00 AM,1100,5,Harbor,541,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,800 N  WESTERN                      AV,,33.7501,-118.3092
210415015,11/16/2021 12:00:00 AM,11/12/2021 12:00:00 AM,1600,4,Hollenbeck,412,2,813,CHILD ANNOYING (17YRS & UNDER),0910 1259 1822,15,F,W,968,MTA - GOLD LINE - LINCOLN/CYPRESS,,,IC,Invest Cont,813,,,,300 W  AVENUE 26,,34.0798,-118.2185
211509411,05/18/2021 12:00:00 AM,05/06/2021 12:00:00 AM,1421,15,N Hollywood,1531,2,354,THEFT OF IDENTITY,0377,43,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12700    BURBANK                      BL,,34.1721,-118.4098
210609237,05/02/2021 12:00:00 AM,05/01/2021 12:00:00 AM,2200,6,Hollywood,645,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 0400 0429 1822,30,M,O,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230,,,,1300 N  HIGHLAND                     AV,,34.1006,-118.3417
210716374,12/06/2021 12:00:00 AM,12/06/2021 12:00:00 AM,356,7,Wilshire,774,1,210,ROBBERY,1300 1310 0334 0344 0340,53,M,O,101,STREET,102.0,HAND GUN,IC,Invest Cont,210,,,,WASHINGTON,LA BREA,34.0404,-118.3475
211913813,09/28/2021 12:00:00 AM,07/26/2021 12:00:00 AM,1200,19,Mission,1925,2,814,CHILD PORNOGRAPHY,1259,15,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,814,,,,12600    RALSTON                      AV,,34.2993,-118.4552
211411659,05/15/2021 12:00:00 AM,05/15/2021 12:00:00 AM,1944,14,Pacific,1438,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,26,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,930,,,,3500    VETERAN                      AV,,34.0212,-118.4171
211014764,11/19/2021 12:00:00 AM,11/18/2021 12:00:00 AM,1920,10,West Valley,1067,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 1414 0344,54,F,W,101,STREET,,,IC,Invest Cont,330,,,,5200    AMESTOY                      AV,,34.165,-118.5055
210208777,04/29/2021 12:00:00 AM,04/27/2021 12:00:00 AM,2350,2,Rampart,237,1,310,BURGLARY,0601 0202 1822 0342 0344 1606 0327 0216,0,X,X,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310,,,,1400 W  3RD                          ST,,34.0621,-118.2619
210214153,09/02/2021 12:00:00 AM,09/01/2021 12:00:00 AM,1300,2,Rampart,245,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 0344,26,F,B,101,STREET,,,IC,Invest Cont,331,,,,4TH,GRAND VIEW,34.064,-118.2766
210619353,11/19/2021 12:00:00 AM,11/19/2021 12:00:00 AM,2245,6,Hollywood,638,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 1822 0910 0301 2050 2052,49,M,H,909,MTA - RED LINE - HOLLYWOOD/WESTERN,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,HOLLYWOOD                    BL,WESTERN                      AV,34.1018,-118.3093
210808049,04/11/2021 12:00:00 AM,04/11/2021 12:00:00 AM,1715,8,West LA,824,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,70,M,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 E  CHANNEL                      RD,,34.0309,-118.5127
210308260,04/02/2021 12:00:00 AM,04/02/2021 12:00:00 AM,1150,3,Southwest,361,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1266 1300 1822,38,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3900    GIBRALTAR                    AV,,34.0161,-118.3546
210511509,07/15/2021 12:00:00 AM,07/15/2021 12:00:00 AM,1430,5,Harbor,557,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,0,X,X,101,STREET,,,IC,Invest Cont,745,,,,GRAND,4TH                          ST,33.7406,-118.2902
210304494,01/02/2021 12:00:00 AM,01/02/2021 12:00:00 AM,650,3,Southwest,341,1,330,BURGLARY FROM VEHICLE,1609 0344 0329 1822 1307,35,F,O,101,STREET,,,IC,Invest Cont,330,,,,W  JEFFERSON                    BL,HOLDREGE                     AV,34.0212,-118.3781
211818611,10/16/2021 12:00:00 AM,10/15/2021 12:00:00 AM,2300,18,Southeast,1861,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1202 0913 0344,61,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,442,,,,600 W  IMPERIAL                     HY,,33.931,-118.2861
210510109,06/09/2021 12:00:00 AM,05/25/2021 12:00:00 AM,600,5,Harbor,515,2,354,THEFT OF IDENTITY,0100 1202 0922,69,M,W,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,1600 N  FRIES                        AV,,33.7953,-118.2661
211704663,01/19/2021 12:00:00 AM,01/13/2021 12:00:00 AM,1530,17,Devonshire,1729,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1300,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,11100    BALBOA                       BL,,34.2757,-118.5144
211810536,05/16/2021 12:00:00 AM,05/16/2021 12:00:00 AM,30,18,Southeast,1834,1,330,BURGLARY FROM VEHICLE,0329 1609 0344 1822 1307,34,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,900 E  108TH                        ST,,33.9383,-118.2587
211912405,08/24/2021 12:00:00 AM,07/14/2021 12:00:00 AM,1800,19,Mission,1991,1,330,BURGLARY FROM VEHICLE,0344 1307 1300,48,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,8200    LANGDON                      AV,,34.2198,-118.4694
211114316,10/19/2021 12:00:00 AM,10/01/2021 12:00:00 AM,2030,11,Northeast,1172,1,330,BURGLARY FROM VEHICLE,0344 1302,0,X,X,401,MINI-MART,,,IC,Invest Cont,330,,,,3000 W  SUNSET                       BL,,34.0882,-118.2646
210407576,04/12/2021 12:00:00 AM,04/12/2021 12:00:00 AM,430,4,Hollenbeck,453,1,210,ROBBERY,0416 0344,49,M,H,108,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,1200 E  CESAR E CHAVEZ               AV,,34.0529,-118.2222
211813310,07/09/2021 12:00:00 AM,07/09/2021 12:00:00 AM,1150,18,Southeast,1804,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0411 1402 0445 0359,57,M,B,101,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,998.0,,,900 E  MANCHESTER                   AV,,33.9602,-118.2586
210709764,06/14/2021 12:00:00 AM,06/13/2021 12:00:00 AM,2000,7,Wilshire,721,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,100 N  SWALL                        DR,,34.0753,-118.3858
211212006,04/15/2021 12:00:00 AM,04/14/2021 12:00:00 AM,1715,12,77th Street,1241,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,0,X,X,101,STREET,,,IC,Invest Cont,740,,,,CRENSHAW                     BL,W  67TH                         ST,33.9781,-118.3309
212116480,11/14/2021 12:00:00 AM,11/14/2021 12:00:00 AM,1500,21,Topanga,2136,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,40,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,VARIEL                       AV,SHERMAN                      WY,34.2011,-118.5928
210808238,04/16/2021 12:00:00 AM,04/16/2021 12:00:00 AM,1230,8,West LA,855,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 0329 1822,63,F,W,101,STREET,,,IC,Invest Cont,740,,,,1700    WESTWOOD                     BL,,34.0513,-118.4383
210805990,02/18/2021 12:00:00 AM,02/17/2021 12:00:00 AM,1520,8,West LA,823,1,330,BURGLARY FROM VEHICLE,1822 1609 0344 0352 0930 1420,57,F,W,101,STREET,,,IC,Invest Cont,330,,,,SUNSET                       BL,TEMESCAL CAN                 AV,34.0385,-118.5258
211912685,08/30/2021 12:00:00 AM,08/29/2021 12:00:00 AM,1115,19,Mission,1993,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26,F,H,101,STREET,,,IC,Invest Cont,745,,,,NOBLE                        AV,LANARK                       ST,34.2179,-118.4619
211711420,08/10/2021 12:00:00 AM,08/09/2021 12:00:00 AM,1600,17,Devonshire,1729,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1402 1419 2000 1814 0913 0408 0421,43,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,998.0,,,11200    PASO ROBLES                  AV,,34.2739,-118.5038
211514644,09/16/2021 12:00:00 AM,09/15/2021 12:00:00 AM,2200,15,N Hollywood,1538,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5700    FAIR                         AV,,34.174,-118.3746
211305842,02/12/2021 12:00:00 AM,02/11/2021 12:00:00 AM,1130,13,Newton,1391,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 0400,38,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,300 W  70TH                         ST,,33.9765,-118.2789
210307947,03/24/2021 12:00:00 AM,03/24/2021 12:00:00 AM,454,3,Southwest,328,2,354,THEFT OF IDENTITY,0100 0930 1251 1822,22,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3000 S  SHRINE                       PL,,34.0243,-118.2806
210305876,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,2200,3,Southwest,396,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1309 1822 1300,51,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,800 W  41ST                         DR,,34.0083,-118.29
211713144,09/29/2021 12:00:00 AM,09/29/2021 12:00:00 AM,1,17,Devonshire,1745,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,JA,Juv Arrest,510,,,,10400    LINDLEY                      AV,,34.259,-118.5273
212015119,10/03/2021 12:00:00 AM,10/02/2021 12:00:00 AM,1900,20,Olympic,2017,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 S  NEW HAMPSHIRE                AV,,34.0721,-118.2929
210911613,07/13/2021 12:00:00 AM,07/13/2021 12:00:00 AM,1,9,Van Nuys,935,1,310,BURGLARY,0344 1601 0358 0321 1414,48,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,14200    DELANO                       ST,,34.1827,-118.4422
211613716,11/22/2021 12:00:00 AM,11/19/2021 12:00:00 AM,1300,16,Foothill,1657,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,42,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,9900    COMMERCE                     AV,,34.2486,-118.2886
210107125,03/08/2021 12:00:00 AM,03/05/2021 12:00:00 AM,1400,1,Central,111,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,500 N  FIGUEROA                     ST,,34.0615,-118.247
212001076,10/30/2021 12:00:00 AM,10/30/2021 12:00:00 AM,2150,20,Olympic,2071,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0429 0329 0334 0416 0432 0445 0913 1243 1402 2000,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308.0,STICK,AA,Adult Arrest,236,998.0,,,1400 S  GRAMERCY                     PL,,34.0463,-118.313
211225038,12/12/2021 12:00:00 AM,12/12/2021 12:00:00 AM,1030,12,77th Street,1266,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0432 1813 0408 0448 0444 0429 0419,24,F,B,514,GROUP HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,800 W  80TH                         ST,,33.9667,-118.2877
210918063,12/27/2021 12:00:00 AM,12/26/2021 12:00:00 AM,1515,9,Van Nuys,932,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,410,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",,,AA,Adult Arrest,442,,,,6100 N  SEPULVEDA                    BL,,34.1807,-118.4662
210906881,03/13/2021 12:00:00 AM,03/13/2021 12:00:00 AM,230,9,Van Nuys,906,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,TYRONE,SHERMAN                      WY,34.2012,-118.4444
211419939,10/12/2021 12:00:00 AM,10/11/2021 12:00:00 AM,200,14,Pacific,1464,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,37,M,A,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,JEFFERSON                    BL,CAMPUS CENTER                DR,33.982,-118.4079
210207077,03/18/2021 12:00:00 AM,03/16/2021 12:00:00 AM,1650,2,Rampart,271,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 0344,31,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,900 S  LAKE                         ST,,34.0535,-118.2801
212108488,05/04/2021 12:00:00 AM,05/03/2021 12:00:00 AM,2031,21,Topanga,2156,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1420 1607,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,341,,,,6600    TOPANGA CANYON               BL,,34.1904,-118.6059
211304404,01/09/2021 12:00:00 AM,01/09/2021 12:00:00 AM,50,13,Newton,1391,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0906 0371 0432 0416,32,M,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,GAGE,BROADWAY,33.9824,-118.2783
210808014,04/10/2021 12:00:00 AM,04/10/2021 12:00:00 AM,1215,8,West LA,882,1,480,BIKE - STOLEN,0344 1822 1420,22,M,W,140,BALCONY*,,,IC,Invest Cont,480,,,,2000    BELOIT                       AV,,34.0407,-118.4419
211807977,03/21/2021 12:00:00 AM,03/21/2021 12:00:00 AM,245,18,Southeast,1851,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1202,62,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,131ST                        ST,FIGUEROA                     ST,33.9133,-118.2827
210814490,09/25/2021 12:00:00 AM,09/17/2021 12:00:00 AM,2030,8,West LA,827,2,625,OTHER ASSAULT,0400 0444,35,F,B,402,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,11700    SAN VICENTE                  BL,,34.0536,-118.4662
210611895,06/28/2021 12:00:00 AM,06/28/2021 12:00:00 AM,610,6,Hollywood,647,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0400 0445 1822 1501,21,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,6200    HOLLYWOOD                    BL,,34.1016,-118.3252
210913065,08/19/2021 12:00:00 AM,08/19/2021 12:00:00 AM,18,9,Van Nuys,981,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1501 0400,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,15300    VALLEY VISTA                 BL,,34.1506,-118.4627
210906384,03/01/2021 12:00:00 AM,03/01/2021 12:00:00 AM,445,9,Van Nuys,941,1,210,ROBBERY,0358 1607 1414 1420 0321 0334 0112 0344 1402 1822,0,X,X,256,,102.0,HAND GUN,IC,Invest Cont,210,998.0,,,15100    OXNARD                       ST,,34.1794,-118.4638
210512131,07/31/2021 12:00:00 AM,07/31/2021 12:00:00 AM,2000,5,Harbor,526,2,624,BATTERY - SIMPLE ASSAULT,2004 1822 0917 0447,23,F,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 W  ANAHEIM                      ST,,33.7798,-118.2664
211225704,12/27/2021 12:00:00 AM,12/27/2021 12:00:00 AM,100,12,77th Street,1218,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0356,22,F,B,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,5200 S  VERMONT                      AV,,33.9951,-118.2915
210715697,11/15/2021 12:00:00 AM,11/12/2021 12:00:00 AM,1145,7,Wilshire,776,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,28,M,H,101,STREET,,,IC,Invest Cont,331,,,,4500    ST ELMO                      DR,,34.0441,-118.3378
210320319,12/17/2021 12:00:00 AM,12/16/2021 12:00:00 AM,1510,3,Southwest,373,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,3700    CHERRYWOOD                   AV,,34.0182,-118.3291
211007972,05/14/2021 12:00:00 AM,05/13/2021 12:00:00 AM,1200,10,West Valley,1001,2,354,THEFT OF IDENTITY,1822 0930 0928,53,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19000    INGOMAR                      ST,,34.212,-118.5475
211210545,04/18/2021 12:00:00 AM,04/18/2021 12:00:00 AM,2230,12,77th Street,1218,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 1206 0448 0444,35,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,700 W  57TH                         ST,,33.9906,-118.2842
212108502,05/03/2021 12:00:00 AM,04/27/2021 12:00:00 AM,1320,21,Topanga,2138,2,354,THEFT OF IDENTITY,0377,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,20300    COHASSET                     ST,,34.2071,-118.5797
210315773,09/13/2021 12:00:00 AM,09/13/2021 12:00:00 AM,650,3,Southwest,394,1,310,BURGLARY,1822 0344 0352 0201 2004 1606 1402 0321 2000 1814,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,,,,2400 W  VERNON                       AV,,34.0072,-118.3201
211114110,10/13/2021 12:00:00 AM,10/12/2021 12:00:00 AM,2250,11,Northeast,1162,1,330,BURGLARY FROM VEHICLE,1302 1608 0344,29,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,4500 W  SUNSET                       BL,,34.0981,-118.2874
211916352,12/05/2021 12:00:00 AM,12/05/2021 12:00:00 AM,1535,19,Mission,1994,1,210,ROBBERY,0945 1402 0325 0448 0342 0429 0444 1822,0,M,O,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,210,998.0,,,8200    VAN NUYS                     BL,,34.2197,-118.4488
211116875,12/28/2021 12:00:00 AM,11/12/2021 12:00:00 AM,1605,11,Northeast,1151,2,354,THEFT OF IDENTITY,0100 0930,50,M,H,402,MARKET,,,IC,Invest Cont,354,,,,1600 N  VERMONT                      AV,,34.0986,-118.2962
